53,Ai Yori Aoshi,7.14,"Harem, Slice of Life, Comedy, Drama, Romance",3,24,"Apr 11, 2002 to Sep 26, 2002","Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,4,23 min. per ep.,5,1465
54,Appleseed (Movie),7.1,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",2,1,17-Apr-04,"Mainichi Broadcasting System, Toho, TYO Animations, TYO",Digital Frontier,4,1 hr. 45 min.,2,1901
55,Arc the Lad,6.53,"Action, Adventure, Fantasy, Horror, Sci-Fi",3,26,"Apr 5, 1999 to Sep 11, 1999","Sony Pictures Entertainment, Aniplex",Bee Train,9,22 min. per ep.,2,4259
56,Avenger,5.91,"Adventure, Fantasy, Sci-Fi, Shounen",3,13,"Oct 2, 2003 to Dec 25, 2003",Production I.G,"Bee Train, Xebec",5,24 min. per ep.,2,4073
57,Beck,8.31,"Comedy, Drama, Music, Shounen, Slice of Life",3,26,"Oct 7, 2004 to Mar 31, 2005","Marvelous, Starchild Records, Asatsu DK, Kodansha",Madhouse,4,25 min. per ep.,2,570
58,Blue Gender,7.05,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama",3,26,"Oct 8, 1999 to Mar 31, 2000","Youmex, Toshiba EMI",AIC,5,23 min. per ep.,3,1886
59,Chobits,7.43,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",3,26,"Apr 3, 2002 to Sep 25, 2002","TBS, Pioneer LDC",Madhouse,4,24 min. per ep.,5,332
60,Chrno Crusade,7.66,"Action, Demons, Historical, Romance, Shounen, Supernatural",3,24,"Nov 25, 2003 to Jun 10, 2004","Lantis, Kadokawa Shoten, Fuji TV",Gonzo,4,23 min. per ep.,2,742
61,D.N.Angel,7.2,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",3,26,"Apr 3, 2003 to Sep 25, 2003",Kadokawa Shoten,Xebec,4,23 min. per ep.,5,891
62,D.C.: Da Capo,6.77,"Harem, Drama, Magic, Romance",3,26,"Jul 5, 2003 to Dec 27, 2003","Lantis, King Records","feel., Zexcs",3,24 min. per ep.,5,1852
63,DearS,6.62,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",3,12,"Jul 11, 2004 to Sep 26, 2004","Bandai Visual, Hal Film Maker, Genco, Lantis",Daume,4,23 min. per ep.,3,1146
64,Rozen Maiden,7.44,"Action, Comedy, Drama, Magic, Seinen",3,12,"Oct 8, 2004 to Dec 24, 2004","Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Nomad,4,24 min. per ep.,5,846
65,Rozen Maiden: Träumend,7.65,"Action, Comedy, Drama, Magic, Seinen",3,12,"Oct 21, 2005 to Jan 27, 2006","Mellow Head, TBS",Nomad,4,24 min. per ep.,5,1479
66,Azumanga Daioh,7.98,"Slice of Life, Comedy, School",3,26,"Apr 9, 2002 to Oct 1, 2002","Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,7,24 min. per ep.,5,554
67,Basilisk: Kouga Ninpou Chou,7.58,"Action, Adventure, Historical, Supernatural, Romance, Samurai, Fantasy",3,24,"Apr 13, 2005 to Sep 21, 2005","GDH, Kodansha, Sotsu Music Publishing",Gonzo,4,24 min. per ep.,2,940
68,Black Cat (TV),7.38,"Sci-Fi, Adventure, Comedy, Super Power, Shounen",3,23,"Oct 7, 2005 to Mar 31, 2006","GDH, Dentsu, TBS, Sotsu Music Publishing",Gonzo,4,24 min. per ep.,5,622
69,Cluster Edge,6.35,"Action, Fantasy, Military, Sci-Fi",3,25,"Oct 5, 2005 to Mar 29, 2006","Bandai Visual, Imagine",Sunrise,5,24 min. per ep.,5,5061
71,Full Metal Panic!,7.65,"Action, Military, Sci-Fi, Comedy, Mecha",3,24,"Jan 8, 2002 to Jun 18, 2002",Kadokawa Shoten,Gonzo,8,24 min. per ep.,2,322
72,Full Metal Panic? Fumoffu,8.07,"Action, Comedy, School",3,12,"Aug 26, 2003 to Oct 18, 2003","Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do",Kyoto Animation,8,24 min. per ep.,5,571
73,Full Metal Panic! The Second Raid,7.96,"Action, Military, Mecha",3,13,"Jul 14, 2005 to Oct 20, 2005","Kadokawa Shoten, Happinet Pictures",Kyoto Animation,8,24 min. per ep.,2,639
74,Gakuen Alice,7.65,"Comedy, School, Shoujo, Super Power",3,26,"Oct 30, 2004 to May 14, 2005","Aniplex, Sogo Vision",Group TAC,4,25 min. per ep.,6,1640
75,Soukyuu no Fafner: Dead Aggressor,7.3,"Action, Drama, Mecha, Military, Sci-Fi",3,25,"Jul 5, 2004 to Dec 27, 2004","TV Tokyo Music, King Records",Xebec,5,24 min. per ep.,5,2523
76,Mahou Shoujo Lyrical Nanoha,7.42,"Action, Comedy, Drama, Magic, Super Power",3,13,"Oct 3, 2004 to Dec 26, 2004","Starchild Records, Omnibus Japan",Seven Arcs,5,25 min. per ep.,5,1550
77,Mahou Shoujo Lyrical Nanoha A's,7.99,"Action, Comedy, Drama, Magic, Super Power",3,13,"Oct 2, 2005 to Dec 25, 2005","Starchild Records, Omnibus Japan",Seven Arcs,5,25 min. per ep.,5,2075
79,Shuffle!,7.09,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",3,24,"Jul 8, 2005 to Jan 6, 2006","Xebec, Lantis, Memory-Tech",Asread,3,23 min. per ep.,3,600
80,Mobile Suit Gundam,7.78,"Action, Military, Sci-Fi, Space, Mecha",3,43,"Apr 7, 1979 to Jan 26, 1980","Sotsu, Nagoya Broadcasting Network",Sunrise,5,25 min. per ep.,5,1427
81,Mobile Suit Gundam: The 08th MS Team,8.03,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",0,12,"Jan 25, 1996 to Jul 25, 1999",Atelier Musa,Sunrise,5,25 min. per ep.,5,1948
82,Mobile Suit Gundam 0080: War in the Pocket,7.9,"Military, Sci-Fi, Space, Drama, Mecha",0,6,"Mar 25, 1989 to Aug 25, 1989",Bandai Visual,Sunrise,5,27 min. per ep.,5,2444
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.79,"Military, Sci-Fi, Drama, Romance, Mecha",2,1,1-Aug-98,"Sotsu, Atelier Musa",Sunrise,5,52 min.,5,4660
84,Mobile Suit Gundam 0083: Stardust Memory,7.3,"Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",0,13,"May 23, 1991 to Sep 24, 1992",Bandai Visual,Sunrise,5,30 min. per ep.,5,2791
85,Mobile Suit Zeta Gundam,7.92,"Military, Sci-Fi, Space, Drama, Romance, Mecha",3,50,"Mar 2, 1985 to Feb 22, 1986","Sotsu, Nagoya Broadcasting Network",Sunrise,5,24 min. per ep.,5,2159
86,Mobile Suit Gundam ZZ,6.66,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",3,47,"Mar 1, 1986 to Jan 31, 1987","Sotsu, Nagoya Broadcasting Network",Sunrise,5,24 min. per ep.,5,2941
87,Mobile Suit Gundam: Char's Counterattack,7.68,"Military, Sci-Fi, Space, Drama, Mecha",2,1,12-Mar-88,"Sotsu, Nozomi Entertainment, Atelier Musa","Sunrise, Studio Hibari",2,1 hr. 59 min.,5,2773
88,Mobile Suit Gundam F91,6.67,"Drama, Mecha, Military, Sci-Fi, Space",2,1,16-Mar-91,"Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network",Sunrise,0,2 hr.,5,3387
89,Mobile Suit Victory Gundam,6.76,"Drama, Mecha, Military, Sci-Fi, Space",3,51,"Apr 2, 1993 to Mar 25, 1994","TV Asahi, Sotsu, Apollon","Sunrise, Studio Deen",5,24 min. per ep.,5,3588
90,Mobile Suit Gundam Wing,7.72,"Action, Military, Sci-Fi, Space, Drama, Mecha",3,49,"Apr 7, 1995 to Mar 29, 1996",TV Asahi,Sunrise,5,24 min. per ep.,5,1118
91,Mobile Suit Gundam Wing: Endless Waltz,7.76,"Action, Drama, Mecha, Military, Sci-Fi, Space",0,3,"Jan 25, 1997 to Jul 25, 1997","Bandai Visual, Sotsu",Sunrise,5,30 min. per ep.,5,2512
92,After War Gundam X,7.32,"Sci-Fi, Adventure, Space, Drama, Mecha",3,39,"Apr 5, 1996 to Dec 28, 1996","TV Asahi, Sotsu",Sunrise,5,24 min. per ep.,5,3043
93,Mobile Suit Gundam SEED,7.79,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",3,50,"Oct 5, 2002 to Sep 27, 2003","Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,5,24 min. per ep.,2,1057
94,Mobile Suit Gundam SEED Destiny,7.22,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",3,50,"Oct 9, 2004 to Oct 1, 2005","Sotsu, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,5,24 min. per ep.,2,1530
95,Turn A Gundam,7.7,"Action, Military, Sci-Fi, Adventure, Space, Drama, Romance, Mecha",3,50,"Apr 9, 1999 to Apr 14, 2000","Sotsu, Fuji TV","Sunrise, Nakamura Production",5,24 min. per ep.,5,2714
96,Mobile Fighter G Gundam,7.56,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",3,49,"Apr 1, 1994 to Mar 31, 1995","TV Asahi, Sotsu",Sunrise,5,24 min. per ep.,5,2109
97,Last Exile,7.82,"Action, Sci-Fi, Adventure",3,26,"Apr 8, 2003 to Sep 30, 2003","GDH, Victor Entertainment, TV Tokyo Music",Gonzo,5,24 min. per ep.,5,995
98,Mai-HiME,7.46,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",3,26,"Sep 30, 2004 to Mar 31, 2005","Bandai Visual, TV Tokyo Music, Studio Zain",Sunrise,5,23 min. per ep.,5,1381
99,Mai-Otome,7.31,"Comedy, Drama, Fantasy, Magic",3,26,"Oct 7, 2005 to Mar 31, 2006","Bandai Visual, Lantis, TV Tokyo Music",Sunrise,5,24 min. per ep.,5,2370
100,Shin Shirayuki-hime Densetsu Prétear,7.2,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",3,13,"Apr 4, 2001 to Jun 27, 2001","Kadokawa Shoten, Rondo Robe",Hal Film Maker,4,23 min. per ep.,5,2162
101,Air,7.32,"Slice of Life, Supernatural, Drama, Romance",3,12,"Jan 7, 2005 to Mar 25, 2005","Pony Canyon, TBS, Movic",Kyoto Animation,3,24 min. per ep.,5,563
102,Aishiteruze Baby★★,7.48,"Comedy, Drama, Romance, Shoujo",3,26,"Apr 3, 2004 to Oct 9, 2004","Animax, Toei Video, Sunny Side Up",TMS Entertainment,4,25 min. per ep.,5,1529
103,Akazukin Chacha,7.39,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",3,74,"Jan 7, 1994 to Jun 30, 1995","Nihon Ad Systems, Shueisha",Gallop,4,24 min. per ep.,6,4551
104,Ayashi no Ceres,7.23,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",3,24,"Apr 20, 2000 to Sep 28, 2000",Bandai Visual,Studio Pierrot,4,21 min. per ep.,2,2182
105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",3,13,"Apr 11, 2000 to Jul 4, 2000",Unknown,Hal Film Maker,4,23 min. per ep.,5,3665
106,Hana yori Dango,7.7,"Drama, Romance, School, Shoujo",3,51,"Sep 8, 1996 to Aug 31, 1997",Unknown,Toei Animation,4,25 min. per ep.,5,2293
107,Ou Dorobou Jing,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",3,13,"May 15, 2002 to Aug 14, 2002",Aniplex,Studio Deen,4,24 min. per ep.,5,2817
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",0,3,"Jan 21, 2004 to Apr 28, 2004",Aniplex,Studio Deen,4,30 min. per ep.,5,4619
109,Bakuretsu Tenshi,6.81,"Adventure, Comedy, Mecha, Sci-Fi",3,24,"Apr 7, 2004 to Sep 15, 2004","GDH, TV Asahi, Imagica",Gonzo,5,23 min. per ep.,5,1965
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",3,52,"Apr 27, 1997 to Sep 13, 1998",Unknown,Nippon Animation,4,23 min. per ep.,5,4086
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",3,52,"Apr 9, 1999 to Oct 20, 2000","NHK, Studio Tron",Nippon Animation,5,25 min. per ep.,4,4519
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",3,8,"Jan 12, 2004 to Mar 1, 2004",m.o.e.,"Imagin, Studio Live",5,14 min. per ep.,5,5542
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",3,26,"Apr 3, 2003 to Sep 25, 2003","Starchild Records, TV Tokyo Music",Xebec,5,23 min. per ep.,5,3577
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",3,26,"Oct 3, 2003 to Mar 26, 2004",TV Tokyo Music,Production I.G,4,12 min. per ep.,5,1279
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",3,13,"Jan 8, 1998 to Mar 26, 1998",Pioneer LDC,AIC,5,25 min. per ep.,5,4961
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",3,26,"Oct 6, 1995 to Mar 29, 1996","TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa",AIC,5,23 min. per ep.,5,4198
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",0,7,"May 26, 1995 to Jan 25, 1996",Pioneer LDC,AIC,5,34 min. per ep.,5,4129
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",0,4,"Mar 21, 1997 to Oct 25, 1997",Pioneer LDC,AIC,5,30 min. per ep.,5,5421
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",3,13,"Oct 3, 2004 to Dec 26, 2004",Trinet Entertainment,Zexcs,3,14 min. per ep.,5,2887
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",3,26,"Jul 5, 2001 to Dec 27, 2001","TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,4,24 min. per ep.,5,314
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",3,51,"Oct 4, 2003 to Oct 2, 2004","Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System",Bones,4,24 min. per ep.,5,52
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",3,52,"Apr 6, 2002 to Mar 29, 2003",Nihon Ad Systems,Studio Deen,4,24 min. per ep.,5,1519
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",3,52,"Apr 6, 1995 to Mar 28, 1996","TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon",Studio Pierrot,4,23 min. per ep.,5,1434
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",0,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,Studio Pierrot,4,30 min. per ep.,5,4101
125,Futakoi,6.49,"Comedy, Romance, School",3,13,"Oct 6, 2004 to Dec 29, 2004",Lantis,Telecom Animation Film,5,24 min. per ep.,5,2900
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",3,13,"Apr 7, 2005 to Jun 30, 2005",Lantis,"ufotable, feel., Studio Flag",5,24 min. per ep.,5,3071
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",3,24,"Apr 3, 2000 to Sep 18, 2000",Media Factory,Gonzo,9,25 min. per ep.,5,3717
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",0,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,Gonzo,9,30 min. per ep.,5,5026
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",3,50,"Apr 4, 2000 to Mar 27, 2001","TV Tokyo, Dentsu, Group TAC",Studio Pierrot,4,23 min. per ep.,2,2359
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",3,25,"Oct 2, 2003 to Mar 25, 2004",Unknown,Studio Pierrot,4,23 min. per ep.,5,3071
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",3,26,"Apr 2, 2004 to Sep 24, 2004",Unknown,Studio Pierrot,4,24 min. per ep.,5,3724
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",3,49,"Oct 5, 2002 to Sep 20, 2003","TBS, Kodansha, Rondo Robe, Rakuonsha",Studio Deen,4,24 min. per ep.,5,1339
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",3,12,"Jul 12, 2003 to Sep 27, 2003","Pony Canyon, Memory-Tech, Studio Jack",Studio Matrix,3,24 min. per ep.,3,1333
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",3,13,"Oct 9, 2003 to Feb 19, 2004","Marvelous, Fuji TV",Madhouse,4,24 min. per ep.,2,920
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",3,75,"Oct 10, 2001 to Mar 26, 2003","TV Tokyo, Dentsu, Dream Force",Studio Pierrot,4,23 min. per ep.,5,1287
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",3,62,"Oct 16, 1999 to Mar 31, 2001",Fuji TV,Nippon Animation,4,23 min. per ep.,5,319
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",0,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,Nippon Animation,4,24 min. per ep.,5,1375
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",0,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,Nippon Animation,4,22 min. per ep.,5,1244
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",0,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,Nippon Animation,4,24 min. per ep.,5,1288
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",3,12,"Jan 6, 2005 to Mar 24, 2005","TV Asahi, GANSIS",feel.,4,23 min. per ep.,2,4923
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",3,44,"Feb 13, 1999 to Jan 29, 2000",Unknown,Toei Animation,4,24 min. per ep.,5,2363
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",3,12,"Oct 2, 2004 to Dec 18, 2004","Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment",TNK,4,24 min. per ep.,5,2000
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",3,13,"Jan 31, 2002 to Mar 28, 2002","Movic, Fuji TV, Fujipacific Music",Toei Animation,3,24 min. per ep.,6,2105
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",3,26,"Oct 2, 1998 to Mar 26, 1999","TV Tokyo, GANSIS","Gainax, J.C.Staff",4,24 min. per ep.,5,875
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",3,12,"Apr 2, 2004 to Jun 18, 2004","Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",5,24 min. per ep.,3,2145
